username,name,bio,created_at,account_age_days,followers,following,statuses_count,default_profile_image,verified,post_text,label
ana_rocha32,Carla Rocha,estudante de enfermagem,2016-05-22 09:00:00,3773,1208,1464,244,0,0,"renda extra? venha ser revendedora comigo, explico tudo https://is.gd/y84stp",0
mariana_souza,Carla Rocha,professora de historia,2022-03-08 11:00:00,1657,696,268,774,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal recomendo",0
carla_souza41,Carla Lima,corredora amadora | 42k,2014-02-01 16:00:00,4613,370,509,1490,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio amanha continuo (39),0
juliana_alves17,Mariana Rocha,,2021-03-02 23:00:00,2027,211,247,24,0,0,"bom dia, cafe e mais um dia de trabalho por aqui recomendo",0
bruno_rocha9,Carla Lima,professora de historia,2025-05-05 11:00:00,503,269,498,392,0,0,opiniao impopular: filme antigo e melhor que remake bora pra cima,0
fernanda_silva8,Helena Alves,corredora amadora | 42k,2013-09-15 12:00:00,4753,44,73,754,0,0,"bom dia, cafe e mais um dia de trabalho por aqui no mais, tudo tranquilo (16)",0
mariana_souza15,Lucas Lima,fotografa e mae de dois,2020-10-02 14:00:00,2178,151,213,970,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal que dia",0
carla_souza93,Igor Rocha,estudante de enfermagem,2018-07-04 20:00:00,2999,89,140,170,0,0,"chuva forte aqui em Goiania hoje, transito parado enfim (4)",0
fernanda_rocha83,Paula Rocha,"pai do Theo, torcedor sofredor",2026-08-27 16:00:00,23,13,411,66,0,0,"treino feito, 6km hoje. devagar mas chegando depois conto o resto (57)",0
otavio_alves19,Otavio Lima,"pai do Theo, torcedor sofredor",2023-08-25 04:00:00,1122,1922,1609,756,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio (67),0
carla_rocha27,Paula Rocha,corredora amadora | 42k,2024-05-13 17:00:00,859,196,282,1195,1,0,"treino feito, 6km hoje. devagar mas chegando recomendo",0
rafael_souza,Carla Rocha,,2026-08-29 03:00:00,22,11,416,89,0,0,recomendo muito esse restaurante novo no centro de Sao Paulo enfim,0
otavio_rocha,Rafael Silva,"dev backend, cafe e gatos",2016-12-10 03:00:00,3571,123,48,472,1,0,opiniao impopular: filme antigo e melhor que remake bora pra cima (4),0
otavio_alves,Nara Rocha,analista de dados em Sao Paulo,2017-03-14 14:00:00,3476,238,69,325,0,0,"chuva forte aqui em Sao Paulo hoje, transito parado depois conto o resto",0
helena_lima,Otavio Lima,professora de historia,2021-02-16 00:00:00,2042,231,263,618,0,0,"terminei de ler o livro que a Gustavo indicou, valeu a pena no fim deu certo",0
otavio_silva,Lucas Silva,fotografa e mae de dois,2012-11-16 12:00:00,5056,352,383,126,0,0,recomendo muito esse restaurante novo no centro de Goiania amanha continuo,0
gustavo_silva,Juliana Silva,fotografa e mae de dois,2018-10-02 01:00:00,2910,389,853,107,0,0,promocao de hoje na loja: cupom de 20% pra quem chegar antes do meio dia,0
eduardo_souza71,Otavio Souza,"pai do Theo, torcedor sofredor",2015-10-01 04:00:00,4007,177,277,940,1,0,recomendo muito esse restaurante novo no centro de Recife valeu quem ajudou,0
bruno_silva,Ana Souza,"dev backend, cafe e gatos",2021-07-31 05:00:00,1877,77,45,1593,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo depois conto o resto,0
paula_lima,Gustavo Silva,"pai do Theo, torcedor sofredor",2024-01-22 04:00:00,972,158,181,564,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio coisa de louco,0
helena_silva46,Gustavo Alves,corredora amadora | 42k,2026-07-20 22:00:00,61,1,400,173,0,0,"obrigada pelas mensagens de aniversario, gente amanha continuo (74)",0
promo5886806,Promo 999,,2026-03-02 14:41:00,201,1,2345,5440,1,0,SEGUIDORES GRATIS!!! siga de volta e me chama no whats https://bit.ly/b7aich,1
otavio_lima,Carla Rocha,professora de historia,2023-03-22 02:00:00,1278,83,34,342,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal amanha continuo (70)",0
carla_silva49,Helena Souza,fotografa e mae de dois,2012-07-03 11:00:00,5192,20,21,146,0,0,"chuva forte aqui em Belem hoje, transito parado bora pra cima",0
lucas_silva,Otavio Alves,,2021-07-14 17:00:00,1893,836,1067,1829,0,0,"terminei de ler o livro que a Helena indicou, valeu a pena que dia (4)",0
ana_alves58,Nara Silva,,2019-06-07 14:00:00,2661,46,21,824,0,0,opiniao impopular: filme antigo e melhor que remake coisa de louco (47),0
lucas_lima0,Bruno Rocha,professora de historia,2013-06-21 18:00:00,4838,1051,873,899,0,0,opiniao impopular: filme antigo e melhor que remake amanha continuo (65),0
invest4158393,Invest Bot,,2025-10-13 12:05:00,341,15,735,7185,1,0,SEGUIDORES GRATIS!!! siga de volta e me chama no whats https://encurtador.com.br/ve1mpd,1
carla_souza,Paula Rocha,"pai do Theo, torcedor sofredor",2021-02-12 16:00:00,2045,33,12,131,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal enfim (5)",0
ana_rocha,Helena Alves,corredora amadora | 42k,2017-11-08 02:00:00,3238,132,76,664,0,0,"terminei de ler o livro que a Ana indicou, valeu a pena que dia (14)",0
fernanda_alves,Helena Rocha,estudante de enfermagem,2022-02-06 05:00:00,1687,81,138,66,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio enfim (76),0
diego_souza55,Juliana Silva,"pai do Theo, torcedor sofredor",2017-01-26 20:00:00,3523,446,951,139,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal que dia (28)",0
helena_alves,Bruno Souza,analista de dados em Belem,2017-05-03 06:00:00,3427,113,212,91,0,0,"obrigada pelas mensagens de aniversario, gente bora pra cima",0
carla_lima78,Paula Silva,estudante de enfermagem,2026-07-24 08:00:00,58,12,407,221,0,0,opiniao impopular: filme antigo e melhor que remake enfim,0
igor_silva18,Gustavo Silva,estudante de enfermagem,2013-10-24 11:00:00,4714,397,195,229,0,0,"bom dia, cafe e mais um dia de trabalho por aqui (97)",0
igor_silva88,Gustavo Souza,"dev backend, cafe e gatos",2016-02-28 09:00:00,3857,217,383,795,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio bora pra cima,0
fernanda_rocha68,Juliana Martins,musico nos fins de semana,2025-02-06 12:00:00,591,924,544,831,0,0,quem ai tambem acordou cedo pra treinar? coisa de louco,1
eduardo_lima4,Bruno Alves,estudante de enfermagem,2014-03-02 08:00:00,4585,269,191,397,0,0,"terminei de ler o livro que a Mariana indicou, valeu a pena ate semana que vem (82)",0
helena_alves,Paula Lima,,2019-01-26 23:00:00,2793,256,387,330,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal no mais, tudo tranquilo",0
lucas_lima,Carla Lima,"pai do Theo, torcedor sofredor",2014-08-26 21:00:00,4407,197,142,620,0,0,promocao de hoje na loja: cupom de 20% pra quem chegar antes do meio dia,0
carla_rocha18,Otavio Prado,fotografa e mae de dois,2023-10-28 04:00:00,1058,30,60,37,0,0,"bom dia, cafe e mais um dia de trabalho por aqui bora pra cima",1
fernanda_lima,Bruno Silva,analista de dados em Goiania,2017-08-22 07:00:00,3316,584,824,1452,0,0,"bom dia, cafe e mais um dia de trabalho por aqui no fim deu certo (94)",0
nara_souza,Bruno Silva,estudante de enfermagem,2018-07-25 22:00:00,2978,30,48,5790,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo ate semana que vem,0
paula_alves44,Lucas Rocha,estudante de enfermagem,2026-08-29 00:00:00,22,15,412,55,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo coisa de louco (22),0
diego_silva55,Rafael Alves,analista de dados em Porto Alegre,2017-10-30 06:00:00,3247,503,527,378,0,0,"chuva forte aqui em Porto Alegre hoje, transito parado",0
juliana_souza,Rafael Alves,analista de dados em Sao Paulo,2023-09-11 18:00:00,1104,423,238,120,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo no fim deu certo,0
eduardo_alves,Paula Alves,fotografa e mae de dois,2025-08-08 04:00:00,408,358,534,1836,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo valeu quem ajudou,0
mariana_souza51,Paula Silva,,2016-10-18 10:00:00,3624,200,186,812,1,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal depois conto o resto",0
helena_souza53,Igor Lima,corredora amadora | 42k,2020-05-26 08:00:00,2308,141,64,367,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio valeu quem ajudou,0
rafael_souza,Nara Souza,professora de historia,2016-12-15 07:00:00,3566,492,227,73,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo recomendo,0
mariana_rocha,Mariana Alves,analista de dados em Curitiba,2014-01-03 10:00:00,4643,788,730,268,0,0,recomendo muito esse restaurante novo no centro de Curitiba,0
ana_lima29,Diego Souza,corredora amadora | 42k,2016-06-04 09:00:00,3760,711,605,185,0,0,"chuva forte aqui em Goiania hoje, transito parado no mais, tudo tranquilo (10)",0
eduardo_silva,Nara Alves,estudante de enfermagem,2020-06-10 18:00:00,2292,128,215,853,0,0,"obrigada pelas mensagens de aniversario, gente no fim deu certo (16)",0
helena_silva94,Diego Alves,fotografa e mae de dois,2015-05-24 10:00:00,4137,35,15,318,0,1,"terminei de ler o livro que a Lucas indicou, valeu a pena no mais, tudo tranquilo (45)",0
otavio_rocha,Bruno Prado,corredora amadora | 42k,2019-03-18 06:00:00,2743,122,188,150,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo coisa de louco,1
fernanda_rocha,Diego Lima,fotografa e mae de dois,2025-08-07 06:00:00,409,344,523,129,0,0,"obrigada pelas mensagens de aniversario, gente coisa de louco (61)",0
juliana_alves,Bruno Souza,professora de historia,2015-02-11 13:00:00,4238,135,221,3779,1,0,"chuva forte aqui em Sao Paulo hoje, transito parado bora pra cima",0
juliana_souza72,Igor Lima,estudante de enfermagem,2015-12-02 01:00:00,3945,407,183,1823,0,0,"terminei de ler o livro que a Rafael indicou, valeu a pena coisa de louco",0
mariana_silva53,Lucas Souza,"pai do Theo, torcedor sofredor",2020-04-04 05:00:00,2360,72,140,162,0,0,promocao de hoje na loja: cupom de 20% pra quem chegar antes do meio dia,0
nara_rocha,Juliana Alves,"dev backend, cafe e gatos",2023-09-07 07:00:00,1109,371,614,108,0,0,opiniao impopular: filme antigo e melhor que remake bora pra cima (61),0
helena_alves23,Otavio Souza,professora de historia,2019-06-11 23:00:00,2657,692,598,378,0,0,"obrigada pelas mensagens de aniversario, gente no fim deu certo",0
juliana_silva26,Bruno Alves,fotografa e mae de dois,2017-07-03 20:00:00,3365,1575,723,610,0,0,"obrigada pelas mensagens de aniversario, gente amanha continuo",0
rafael_silva,Igor Alves,,2020-10-25 06:00:00,2156,225,399,322,0,0,"terminei de ler o livro que a Helena indicou, valeu a pena bora pra cima",0
bruno_silva46,Fernanda Lima,estudante de enfermagem,2020-01-20 17:00:00,2434,975,1386,191,0,0,"alguem ai assistiu o jogo de ontem? que segundo tempo no mais, tudo tranquilo",0
lucas_souza8,Bruno Silva,estudante de enfermagem,2022-03-19 02:00:00,1646,174,281,463,0,0,"chuva forte aqui em Recife hoje, transito parado depois conto o resto (84)",0
eduardo_souza,Igor Rocha,fotografa e mae de dois,2023-08-11 01:00:00,1136,186,337,644,0,0,"treino feito, 6km hoje. devagar mas chegando amanha continuo",0
igor_rocha,Juliana Silva,musico nos fins de semana,2013-07-20 10:00:00,4810,41,15,504,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo depois conto o resto (23),0
gustavo_silva,Igor Lima,analista de dados em Porto Alegre,2020-05-08 16:00:00,2325,477,605,1327,0,0,"bom dia, cafe e mais um dia de trabalho por aqui que dia",0
gustavo_alves46,Otavio Alves,estudante de enfermagem,2019-08-13 03:00:00,2595,71,148,472,0,0,"chuva forte aqui em Recife hoje, transito parado que dia",0
lucas_silva88,Otavio Silva,"dev backend, cafe e gatos",2021-02-12 13:00:00,2045,32,59,1123,0,0,recomendo muito esse restaurante novo no centro de Goiania que dia (59),0
diego_souza58,Nara Lima,professora de historia,2013-04-18 02:00:00,4903,160,214,86,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio coisa de louco (9),0
mariana_alves93,Igor Alves,musico nos fins de semana,2020-03-16 02:00:00,2379,629,1027,1133,0,0,"obrigada pelas mensagens de aniversario, gente valeu quem ajudou (33)",0
lucro5515135,Renda Extra 24h,,2026-06-03 14:26:00,108,7,1967,3467,1,0,RENDA EXTRA de R$ 300 por dia!!! clique no link da bio e comece hoje https://cutt.ly/smjkqr,1
otavio_alves,Diego Silva,,2020-07-13 06:00:00,2260,290,333,70,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio ate semana que vem (56),0
eduardo_alves,Paula Souza,estudante de enfermagem,2014-04-28 19:00:00,4527,200,243,429,0,0,opiniao impopular: filme antigo e melhor que remake recomendo (5),0
fernanda_silva,Bruno Lima,,2026-08-12 01:00:00,39,14,408,91,0,0,"chuva forte aqui em Sao Paulo hoje, transito parado bora pra cima",0
invest1630907,Invest Bot,link na bio https://encurtador.com.br/52ecjg,2025-10-13 14:02:00,341,10,2056,10404,1,0,SEGUIDORES GRATIS!!! siga de volta e me chama no whats https://encurtador.com.br/52ecjg,1
bruno_lima64,Igor Souza,,2025-10-29 21:00:00,325,482,329,1475,0,0,"chuva forte aqui em Recife hoje, transito parado enfim",0
gustavo_souza,Helena Rocha,,2015-03-10 08:00:00,4212,619,449,244,0,0,"chuva forte aqui em Curitiba hoje, transito parado bora pra cima",0
paula_silva43,Lucas Silva,professora de historia,2013-01-09 06:00:00,5002,32,56,1733,0,0,"obrigada pelas mensagens de aniversario, gente coisa de louco (79)",0
paula_silva,Diego Souza,professora de historia,2022-07-25 19:00:00,1517,115,231,431,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo amanha continuo,0
eduardo_souza5,Mariana Lima,musico nos fins de semana,2017-06-22 08:00:00,3377,705,1002,621,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio bora pra cima (69),0
helena_lima,Carla Alves,"dev backend, cafe e gatos",2019-03-16 02:00:00,2745,174,212,1757,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo valeu quem ajudou,0
paula_rocha,Lucas Lima,"pai do Theo, torcedor sofredor",2018-05-07 16:00:00,3057,34,12,164,0,1,"chuva forte aqui em Curitiba hoje, transito parado depois conto o resto",0
lucro1074691,Renda Extra 24h,,2026-07-18 13:50:00,63,10,2894,646,0,0,"GANHE DINHEIRO em casa!!! vagas limitadas, chama no direct agora https://cutt.ly/u26dxj",1
mariana_rocha45,Paula Souza,,2019-06-27 08:00:00,2642,195,107,252,0,0,"chuva forte aqui em Goiania hoje, transito parado ate semana que vem",0
nara_alves69,Otavio Alves,fotografa e mae de dois,2017-08-17 22:00:00,3320,150,40,1427,0,0,"chuva forte aqui em Porto Alegre hoje, transito parado no mais, tudo tranquilo",0
gustavo_lima,Rafael Silva,musico nos fins de semana,2025-04-22 14:00:00,515,780,980,1890,0,0,"renda extra? venha ser revendedora comigo, explico tudo https://cutt.ly/0eumq8",0
gustavo_silva,Gustavo Silva,"pai do Theo, torcedor sofredor",2015-12-04 01:00:00,3943,451,784,322,0,0,"chuva forte aqui em Belem hoje, transito parado enfim",0
gustavo_rocha32,Juliana Alves,"dev backend, cafe e gatos",2018-06-23 22:00:00,3010,605,1230,689,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo bora pra cima,0
paula_alves35,Gustavo Souza,analista de dados em Recife,2016-05-14 23:00:00,3780,563,169,390,1,0,recomendo muito esse restaurante novo no centro de Recife ate semana que vem,0
ana_lima29,Igor Lima,,2016-01-13 09:00:00,3903,578,179,108,0,0,promocao de hoje na loja: cupom de 20% pra quem chegar antes do meio dia,0
diego_alves,Igor Alves,corredora amadora | 42k,2023-09-21 20:00:00,1094,211,313,2823,0,0,recomendo muito esse restaurante novo no centro de Porto Alegre ate semana que vem (6),0
juliana_rocha12,Gustavo Rocha,analista de dados em Goiania,2016-06-22 22:00:00,3741,301,305,1317,0,0,opiniao impopular: filme antigo e melhor que remake no fim deu certo,0
mariana_alves,Bruno Lima,,2021-11-24 08:00:00,1761,145,180,995,1,0,"terminei de ler o livro que a Igor indicou, valeu a pena valeu quem ajudou",0
helena_lima,Eduardo Souza,fotografa e mae de dois,2021-03-29 01:00:00,2001,2392,967,805,0,0,recomendo muito esse restaurante novo no centro de Recife que dia,0
igor_silva,Rafael Rocha,"dev backend, cafe e gatos",2023-11-12 09:00:00,1043,733,1605,201,1,0,"terminei de ler o livro que a Diego indicou, valeu a pena enfim",0
helena_alves,Ana Souza,musico nos fins de semana,2018-04-07 10:00:00,3088,770,1190,575,0,0,"chuva forte aqui em Goiania hoje, transito parado depois conto o resto",0
nara_souza,Carla Souza,analista de dados em Porto Alegre,2016-09-03 04:00:00,3669,630,1065,4084,0,0,"chuva forte aqui em Porto Alegre hoje, transito parado no mais, tudo tranquilo",0
fernanda_souza67,Eduardo Martins,professora de historia,2020-04-12 22:00:00,2351,30,26,691,0,0,"que dia lindo hoje, aproveitando o sol",1
helena_souza,Nara Alves,"dev backend, cafe e gatos",2024-10-04 23:00:00,715,501,373,557,0,0,"treino feito, 6km hoje. devagar mas chegando que dia (3)",0
igor_lima76,Fernanda Souza,"pai do Theo, torcedor sofredor",2018-05-12 07:00:00,3053,35,72,75,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal no mais, tudo tranquilo",0
juliana_lima,Igor Lima,fotografa e mae de dois,2026-07-16 21:00:00,65,3,403,227,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal bora pra cima (15)",0
diego_souza40,Lucas Alves,musico nos fins de semana,2014-05-08 02:00:00,4518,170,193,480,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio que dia,0
bruno_souza79,Bruno Alves,analista de dados em Sao Paulo,2025-11-10 07:00:00,314,141,237,299,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio depois conto o resto (35),0
eduardo_souza,Helena Lima,,2026-07-17 20:00:00,64,0,400,195,0,0,"obrigada pelas mensagens de aniversario, gente coisa de louco",0
fernanda_rocha,Fernanda Lima,professora de historia,2017-02-13 14:00:00,3505,161,131,1435,0,0,"bom dia, cafe e mais um dia de trabalho por aqui bora pra cima",0
rafael_rocha65,Rafael Souza,estudante de enfermagem,2026-08-26 00:00:00,25,10,417,93,0,0,"chuva forte aqui em Curitiba hoje, transito parado enfim",0
mariana_lima66,Paula Souza,corredora amadora | 42k,2022-07-23 11:00:00,1520,153,226,881,0,0,"obrigada pelas mensagens de aniversario, gente amanha continuo",0
eduardo_silva,Rafael Silva,,2025-08-27 01:00:00,389,966,447,711,0,0,recomendo muito esse restaurante novo no centro de Goiania bora pra cima (43),0
lucas_souza,Fernanda Souza,professora de historia,2022-10-18 15:00:00,1432,29,26,350,0,0,recomendo muito esse restaurante novo no centro de Salvador depois conto o resto (36),0
rafael_lima,Fernanda Silva,"dev backend, cafe e gatos",2020-09-18 12:00:00,2193,293,541,311,0,0,"treino feito, 6km hoje. devagar mas chegando coisa de louco",0
otavio_rocha54,Juliana Silva,"dev backend, cafe e gatos",2023-06-16 21:00:00,1191,221,350,4266,0,0,"treino feito, 6km hoje. devagar mas chegando no mais, tudo tranquilo (61)",0
igor_alves,Ana Silva,,2022-02-06 05:00:00,1687,94,128,398,0,0,recomendo muito esse restaurante novo no centro de Sao Paulo enfim,0
paula_lima,Lucas Rocha,,2012-09-03 18:00:00,5129,531,137,186,0,0,"chuva forte aqui em Goiania hoje, transito parado que dia (98)",0
